study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	nominal_length	library_layout	read_count	base_count	fastq_ftp	fastq_galaxy	submitted_galaxy	sra_ftp
PRJEB14672	SAMEA4060628	ERS1231738	ERX1584531	ERR1513504	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_17	300	PAIRED	6328248	1542266964	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513504/ERR1513504.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513504/ERR1513504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513504/ERR1513504_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513504/ERR1513504.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513504/ERR1513504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513504/ERR1513504_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_17.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_17.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513504
PRJEB14672	SAMEA4060629	ERS1231739	ERX1584532	ERR1513505	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_18	300	PAIRED	5524859	1346475060	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513505/ERR1513505.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513505/ERR1513505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513505/ERR1513505_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513505/ERR1513505.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513505/ERR1513505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513505/ERR1513505_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_18.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_18.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513505
PRJEB14672	SAMEA4060630	ERS1231740	ERX1584533	ERR1513506	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_19	300	PAIRED	5690021	1387814400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513506/ERR1513506.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513506/ERR1513506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513506/ERR1513506_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513506/ERR1513506.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513506/ERR1513506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513506/ERR1513506_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_19.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_19.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513506
PRJEB14672	SAMEA4060631	ERS1231741	ERX1584534	ERR1513507	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_20	300	PAIRED	4578746	1113786828	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513507/ERR1513507.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513507/ERR1513507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513507/ERR1513507_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513507/ERR1513507.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513507/ERR1513507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513507/ERR1513507_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_20.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_20.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513507
PRJEB14672	SAMEA4060632	ERS1231742	ERX1584535	ERR1513508	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_21	300	PAIRED	5508975	1339381260	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513508/ERR1513508.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513508/ERR1513508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513508/ERR1513508_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513508/ERR1513508.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513508/ERR1513508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513508/ERR1513508_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_21.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_21.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513508
PRJEB14672	SAMEA4060633	ERS1231743	ERX1584536	ERR1513509	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_22	300	PAIRED	5073737	1232683326	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513509/ERR1513509.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513509/ERR1513509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513509/ERR1513509_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513509/ERR1513509.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513509/ERR1513509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513509/ERR1513509_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_22.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_22.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513509
PRJEB14672	SAMEA4060634	ERS1231744	ERX1584537	ERR1513510	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_23	300	PAIRED	4923759	1198164240	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513510/ERR1513510.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513510/ERR1513510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513510/ERR1513510_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513510/ERR1513510.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513510/ERR1513510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513510/ERR1513510_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_23.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_23.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513510
PRJEB14672	SAMEA4060635	ERS1231745	ERX1584538	ERR1513511	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_24	300	PAIRED	5232693	1275428952	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513511/ERR1513511.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513511/ERR1513511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513511/ERR1513511_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513511/ERR1513511.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513511/ERR1513511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513511/ERR1513511_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_24.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_24.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513511
PRJEB14672	SAMEA4060636	ERS1231746	ERX1584539	ERR1513512	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_25	300	PAIRED	6241431	1521718254	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513512/ERR1513512.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513512/ERR1513512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513512/ERR1513512_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513512/ERR1513512.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513512/ERR1513512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513512/ERR1513512_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_25.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_25.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513512
PRJEB14672	SAMEA4060637	ERS1231747	ERX1584540	ERR1513513	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_26	300	PAIRED	5385259	1312251318	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513513/ERR1513513.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513513/ERR1513513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513513/ERR1513513_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513513/ERR1513513.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513513/ERR1513513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513513/ERR1513513_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_26.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_26.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513513
PRJEB14672	SAMEA4060638	ERS1231748	ERX1584541	ERR1513514	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_27	300	PAIRED	6910810	1685223540	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513514/ERR1513514.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513514/ERR1513514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513514/ERR1513514_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513514/ERR1513514.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513514/ERR1513514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513514/ERR1513514_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_27.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_27.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513514
PRJEB14672	SAMEA4060639	ERS1231749	ERX1584542	ERR1513515	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_28	300	PAIRED	5205806	1267863408	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513515/ERR1513515.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513515/ERR1513515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513515/ERR1513515_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513515/ERR1513515.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513515/ERR1513515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513515/ERR1513515_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_28.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_28.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513515
PRJEB14672	SAMEA4060640	ERS1231750	ERX1584543	ERR1513516	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_29	300	PAIRED	4900148	1191547098	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513516/ERR1513516.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513516/ERR1513516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513516/ERR1513516_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513516/ERR1513516.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513516/ERR1513516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513516/ERR1513516_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_29.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_29.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513516
PRJEB14672	SAMEA4060641	ERS1231751	ERX1584544	ERR1513517	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_30	300	PAIRED	4605516	1122165072	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513517/ERR1513517.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513517/ERR1513517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513517/ERR1513517_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513517/ERR1513517.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513517/ERR1513517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513517/ERR1513517_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_30.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_30.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513517
PRJEB14672	SAMEA4060642	ERS1231752	ERX1584545	ERR1513518	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_33	300	PAIRED	5044355	1201635162	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513518/ERR1513518.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513518/ERR1513518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513518/ERR1513518_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513518/ERR1513518.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513518/ERR1513518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513518/ERR1513518_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_33.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_33.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513518
PRJEB14672	SAMEA4060643	ERS1231753	ERX1584546	ERR1513519	8049	Gadus morhua	Illumina HiSeq 2000	LOF_A_14_41	300	PAIRED	4915810	1173776436	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513519/ERR1513519.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513519/ERR1513519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513519/ERR1513519_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513519/ERR1513519.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513519/ERR1513519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/009/ERR1513519/ERR1513519_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_41.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_A_14_41.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/009/ERR1513519
PRJEB14672	SAMEA4060644	ERS1231754	ERX1584547	ERR1513520	8049	Gadus morhua	Illumina HiSeq 2000	LOF_I_11_01	300	PAIRED	5790340	1133455936	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513520/ERR1513520.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513520/ERR1513520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513520/ERR1513520_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513520/ERR1513520.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513520/ERR1513520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/000/ERR1513520/ERR1513520_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_01.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_01.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/000/ERR1513520
PRJEB14672	SAMEA4060645	ERS1231755	ERX1584548	ERR1513521	8049	Gadus morhua	Illumina HiSeq 2000	LOF_I_11_03	300	PAIRED	5426450	1060345975	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513521/ERR1513521.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513521/ERR1513521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513521/ERR1513521_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513521/ERR1513521.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513521/ERR1513521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/001/ERR1513521/ERR1513521_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_03.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_03.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/001/ERR1513521
PRJEB14672	SAMEA4060646	ERS1231756	ERX1584549	ERR1513522	8049	Gadus morhua	Illumina HiSeq 2000	LOF_I_11_04	300	PAIRED	6140880	1198476100	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513522/ERR1513522.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513522/ERR1513522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513522/ERR1513522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513522/ERR1513522.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513522/ERR1513522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/002/ERR1513522/ERR1513522_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_04.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_04.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/002/ERR1513522
PRJEB14672	SAMEA4060647	ERS1231757	ERX1584550	ERR1513523	8049	Gadus morhua	Illumina HiSeq 2000	LOF_I_11_05	300	PAIRED	4997866	976700805	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513523/ERR1513523.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513523/ERR1513523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513523/ERR1513523_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513523/ERR1513523.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513523/ERR1513523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/003/ERR1513523/ERR1513523_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_05.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_05.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/003/ERR1513523
PRJEB14672	SAMEA4060648	ERS1231758	ERX1584551	ERR1513524	8049	Gadus morhua	Illumina HiSeq 2000	LOF_I_11_07	300	PAIRED	5910898	1155110134	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513524/ERR1513524.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513524/ERR1513524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513524/ERR1513524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513524/ERR1513524.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513524/ERR1513524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/004/ERR1513524/ERR1513524_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_07.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_07.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/004/ERR1513524
PRJEB14672	SAMEA4060649	ERS1231759	ERX1584552	ERR1513525	8049	Gadus morhua	Illumina HiSeq 2000	LOF_I_11_08	300	PAIRED	6200997	1212346127	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513525/ERR1513525.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513525/ERR1513525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513525/ERR1513525_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513525/ERR1513525.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513525/ERR1513525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/005/ERR1513525/ERR1513525_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_08.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_08.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/005/ERR1513525
PRJEB14672	SAMEA4060650	ERS1231760	ERX1584553	ERR1513526	8049	Gadus morhua	Illumina HiSeq 2000	LOF_I_11_09	300	PAIRED	5550430	1085663443	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513526/ERR1513526.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513526/ERR1513526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513526/ERR1513526_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513526/ERR1513526.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513526/ERR1513526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/006/ERR1513526/ERR1513526_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_09.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_09.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/006/ERR1513526
PRJEB14672	SAMEA4060651	ERS1231761	ERX1584554	ERR1513527	8049	Gadus morhua	Illumina HiSeq 2000	LOF_I_11_10	300	PAIRED	6188419	1209820925	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513527/ERR1513527.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513527/ERR1513527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513527/ERR1513527_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513527/ERR1513527.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513527/ERR1513527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/007/ERR1513527/ERR1513527_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_10.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_10.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/007/ERR1513527
PRJEB14672	SAMEA4060652	ERS1231762	ERX1584555	ERR1513528	8049	Gadus morhua	Illumina HiSeq 2000	LOF_I_11_11	300	PAIRED	5309773	1036991139	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513528/ERR1513528.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513528/ERR1513528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513528/ERR1513528_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513528/ERR1513528.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513528/ERR1513528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR151/008/ERR1513528/ERR1513528_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_11.bam;ftp.sra.ebi.ac.uk/vol1/ERA670/ERA670800/bam/LOF_I_11_11.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR151/008/ERR1513528
