AvgSpotLen	BioSample	ENA_FIRST_PUBLIC	Experiment	InsertSize	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	Sample_Name	collection_date	geographic_location_country_and_or_sea	lat_lon	sex	tissue_type	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_LAST_UPDATE	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study
192	SAMEA2338546	2014-01-10	ERX373575	150	NG-5241_STD.BS4	2014-02-25	58	34	2014-03-03	ERR407214	ERS391870	BS4	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338546	2014-01-10	ERX373576	150	NG-5241_STD.BS4	2014-02-25	208	143	2014-03-03	ERR407215	ERS391870	BS4	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338546	2014-01-10	ERX373577	150	NG-5241_STD.BS4	2014-02-25	212	145	2014-03-03	ERR407216	ERS391870	BS4	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338546	2014-01-10	ERX373578	150	NG-5241_STD.BS4	2014-02-25	218	151	2014-03-03	ERR407217	ERS391870	BS4	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338559	2014-01-10	ERX373579	150	NG-5241_STD.BS5	2014-02-25	126	82	2014-03-03	ERR407218	ERS391883	BS5	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338559	2014-01-10	ERX373580	150	NG-5241_STD.BS5	2014-02-25	39	23	2014-03-03	ERR407219	ERS391883	BS5	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338559	2014-01-10	ERX373581	150	NG-5241_STD.BS5	2014-02-25	36	21	2014-03-03	ERR407220	ERS391883	BS5	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338559	2014-01-10	ERX373582	150	NG-5241_STD.BS5	2014-02-25	41	25	2014-03-03	ERR407221	ERS391883	BS5	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338559	2014-01-10	ERX373583	150	NG-5241_STD.BS5	2014-02-25	35	20	2014-03-03	ERR407222	ERS391883	BS5	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338559	2014-01-10	ERX373584	150	NG-5241_STD.BS5	2014-02-25	383	257	2014-03-03	ERR407223	ERS391883	BS5	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338559	2014-01-10	ERX373585	150	NG-5241_STD.BS5	2014-02-25	372	250	2014-03-03	ERR407224	ERS391883	BS5	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338559	2014-01-10	ERX373586	150	NG-5241_STD.BS5	2014-02-25	70	43	2014-03-03	ERR407225	ERS391883	BS5	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338594	2014-01-10	ERX373587	150	NG-5241_STD.BS6	2014-02-25	773	502	2014-03-03	ERR407226	ERS391871	BS6	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338594	2014-01-10	ERX373588	150	NG-5241_STD.BS6	2014-02-25	821	532	2014-03-03	ERR407227	ERS391871	BS6	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338594	2014-01-10	ERX373589	150	NG-5241_STD.BS6	2014-02-25	829	535	2014-03-03	ERR407228	ERS391871	BS6	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338594	2014-01-10	ERX373590	150	NG-5241_STD.BS6	2014-02-25	811	524	2014-03-03	ERR407229	ERS391871	BS6	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338594	2014-01-10	ERX373591	150	NG-5241_STD.BS6	2014-02-25	71	48	2014-03-03	ERR407230	ERS391871	BS6	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338594	2014-01-10	ERX373592	150	NG-5241_STD.BS6	2014-02-25	25	15	2014-03-03	ERR407231	ERS391871	BS6	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338594	2014-01-10	ERX373593	150	NG-5241_STD.BS6	2014-02-25	23	13	2014-03-03	ERR407232	ERS391871	BS6	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338594	2014-01-10	ERX373594	150	NG-5241_STD.BS6	2014-02-25	26	16	2014-03-03	ERR407233	ERS391871	BS6	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338594	2014-01-10	ERX373595	150	NG-5241_STD.BS6	2014-02-25	22	13	2014-03-03	ERR407234	ERS391871	BS6	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338594	2014-01-10	ERX373596	150	NG-5241_STD.BS6	2014-02-25	45	27	2014-03-03	ERR407235	ERS391871	BS6	May 2010	Germany	54.156003,10.430144	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338552	2014-01-10	ERX373597	150	NG-5241_STD.BS7	2014-02-25	248	168	2014-03-03	ERR407236	ERS391884	BS7	May 2010	Germany	54.204189,10.561639	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338552	2014-01-10	ERX373598	150	NG-5241_STD.BS7	2014-02-25	87	53	2014-03-03	ERR407237	ERS391884	BS7	May 2010	Germany	54.204189,10.561639	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338552	2014-01-10	ERX373599	150	NG-5241_STD.BS7	2014-02-25	79	47	2014-03-03	ERR407238	ERS391884	BS7	May 2010	Germany	54.204189,10.561639	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338552	2014-01-10	ERX373600	150	NG-5241_STD.BS7	2014-02-25	89	56	2014-03-03	ERR407239	ERS391884	BS7	May 2010	Germany	54.204189,10.561639	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338552	2014-01-10	ERX373601	150	NG-5241_STD.BS7	2014-02-25	74	44	2014-03-03	ERR407240	ERS391884	BS7	May 2010	Germany	54.204189,10.561639	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338552	2014-01-10	ERX373602	150	NG-5241_STD.BS7	2014-02-25	532	368	2014-03-03	ERR407241	ERS391884	BS7	May 2010	Germany	54.204189,10.561639	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338552	2014-01-10	ERX373603	150	NG-5241_STD.BS7	2014-02-25	506	350	2014-03-03	ERR407242	ERS391884	BS7	May 2010	Germany	54.204189,10.561639	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338552	2014-01-10	ERX373604	150	NG-5241_STD.BS7	2014-02-25	165	100	2014-03-03	ERR407243	ERS391884	BS7	May 2010	Germany	54.204189,10.561639	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338579	2014-01-10	ERX373605	150	NG-5241_STD.BS8	2014-02-25	482	326	2014-03-03	ERR407244	ERS391872	BS8	May 2010	Germany	54.156003,10.430144	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338579	2014-01-10	ERX373606	150	NG-5241_STD.BS8	2014-02-25	165	102	2014-03-03	ERR407245	ERS391872	BS8	May 2010	Germany	54.156003,10.430144	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338579	2014-01-10	ERX373607	150	NG-5241_STD.BS8	2014-02-25	150	91	2014-03-03	ERR407246	ERS391872	BS8	May 2010	Germany	54.156003,10.430144	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338579	2014-01-10	ERX373608	150	NG-5241_STD.BS8	2014-02-24	172	108	2014-03-02	ERR407247	ERS391872	BS8	May 2010	Germany	54.156003,10.430144	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338579	2014-01-10	ERX373609	150	NG-5241_STD.BS8	2014-02-24	142	86	2014-03-02	ERR407248	ERS391872	BS8	May 2010	Germany	54.156003,10.430144	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338579	2014-01-10	ERX373610	150	NG-5241_STD.BS8	2014-02-24	312	190	2014-03-02	ERR407249	ERS391872	BS8	May 2010	Germany	54.156003,10.430144	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338593	2014-01-10	ERX373611	150	NG-5241_STD.BS9	2014-02-24	257	168	2014-03-02	ERR407250	ERS391885	BS9	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338593	2014-01-10	ERX373612	150	NG-5241_STD.BS9	2014-02-24	79	49	2014-03-02	ERR407251	ERS391885	BS9	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338593	2014-01-10	ERX373613	150	NG-5241_STD.BS9	2014-02-24	71	43	2014-03-02	ERR407252	ERS391885	BS9	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338593	2014-01-10	ERX373614	150	NG-5241_STD.BS9	2014-02-24	82	51	2014-03-02	ERR407253	ERS391885	BS9	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338593	2014-01-10	ERX373615	150	NG-5241_STD.BS9	2014-02-24	65	40	2014-03-02	ERR407254	ERS391885	BS9	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338593	2014-01-10	ERX373616	150	NG-5241_STD.BS9	2014-02-24	507	357	2014-03-02	ERR407255	ERS391885	BS9	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338593	2014-01-10	ERX373617	150	NG-5241_STD.BS9	2014-02-24	489	345	2014-03-02	ERR407256	ERS391885	BS9	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
192	SAMEA2338593	2014-01-10	ERX373618	150	NG-5241_STD.BS9	2014-02-24	165	102	2014-03-02	ERR407257	ERS391885	BS9	May 2010	Germany	54.204189,10.561639	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338570	2014-01-10	ERX373619	3500	NG-5353_4kb.BS31b	2017-12-05	1001	642	2014-03-02	ERR407258	ERS391887	BS31b	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338570	2014-01-10	ERX373620	3500	NG-5353_4kb.BS31b	2017-12-05	244	149	2014-03-02	ERR407259	ERS391887	BS31b	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338570	2014-01-10	ERX373621	3500	NG-5353_4kb.BS31b	2017-12-05	253	153	2014-03-02	ERR407260	ERS391887	BS31b	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338583	2014-01-10	ERX373622	3500	NG-5353_4kb.BS32b	2017-12-05	821	460	2014-03-02	ERR407261	ERS391875	BS32b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338566	2014-01-10	ERX373623	3500	NG-5353_4kb.BS33	2017-12-05	221	140	2014-03-02	ERR407262	ERS391888	BS33	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338566	2014-01-10	ERX373624	3500	NG-5353_4kb.BS33	2017-12-05	327	197	2014-03-02	ERR407263	ERS391888	BS33	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338566	2014-01-10	ERX373625	3500	NG-5353_4kb.BS33	2017-12-05	357	214	2014-03-02	ERR407264	ERS391888	BS33	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338566	2014-01-10	ERX373626	3500	NG-5353_4kb.BS33	2017-12-05	1179	615	2014-03-02	ERR407265	ERS391888	BS33	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338597	2014-01-10	ERX373627	3500	NG-5353_4kb.BS34b	2017-12-05	480	304	2014-03-02	ERR407266	ERS391876	BS34b	June 2010	USA	61.5761,-149.77375	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338597	2014-01-10	ERX373628	3500	NG-5353_4kb.BS34b	2017-12-05	266	158	2014-03-02	ERR407267	ERS391876	BS34b	June 2010	USA	61.5761,-149.77375	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338597	2014-01-10	ERX373629	3500	NG-5353_4kb.BS34b	2017-12-05	619	362	2014-03-02	ERR407268	ERS391876	BS34b	June 2010	USA	61.5761,-149.77375	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338597	2014-01-10	ERX373630	3500	NG-5353_4kb.BS34b	2017-12-05	631	366	2014-03-02	ERR407269	ERS391876	BS34b	June 2010	USA	61.5761,-149.77375	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338550	2014-01-10	ERX373631	3500	NG-5353_4kb.BS35	2017-12-05	915	510	2014-03-02	ERR407270	ERS391889	BS35	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338550	2014-01-10	ERX373632	3500	NG-5353_4kb.BS35	2017-12-05	290	164	2014-03-02	ERR407271	ERS391889	BS35	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338578	2014-01-10	ERX373633	3500	NG-5353_4kb.BS36b	2017-12-05	546	342	2014-03-02	ERR407272	ERS391877	BS36b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338578	2014-01-10	ERX373634	3500	NG-5353_4kb.BS36b	2017-12-05	341	204	2014-03-02	ERR407273	ERS391877	BS36b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338578	2014-01-10	ERX373635	3500	NG-5353_4kb.BS36b	2017-12-05	357	214	2014-03-02	ERR407274	ERS391877	BS36b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338590	2014-01-10	ERX373636	3500	NG-5353_4kb.BS37	2017-12-05	251	152	2014-03-02	ERR407275	ERS391890	BS37	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338562	2014-01-10	ERX373637	3500	NG-5353_4kb.BS38b	2017-12-05	685	438	2014-03-02	ERR407276	ERS391878	BS38b	June 2010	USA	61.5761,-149.77375	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338562	2014-01-10	ERX373638	3500	NG-5353_4kb.BS38b	2017-12-05	430	259	2014-03-02	ERR407277	ERS391878	BS38b	June 2010	USA	61.5761,-149.77375	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338562	2014-01-10	ERX373639	3500	NG-5353_4kb.BS38b	2017-12-05	452	274	2014-03-02	ERR407278	ERS391878	BS38b	June 2010	USA	61.5761,-149.77375	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338577	2014-01-10	ERX373640	3500	NG-5353_4kb.BS39	2017-12-05	469	303	2014-03-02	ERR407279	ERS391891	BS39	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338577	2014-01-10	ERX373641	3500	NG-5353_4kb.BS39	2017-12-05	799	444	2014-03-02	ERR407280	ERS391891	BS39	June 2010	USA	61.5691,-149.76	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
101	SAMEA2338544	2014-01-10	ERX373642	3500	NG-5353_4kb.BS40b	2017-12-05	1572	867	2014-03-02	ERR407281	ERS391879	BS40b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
